RealImpedance_mOhm,ImagImpedance_mOhm
1041.5385,171.0510
1041.9920,173.5313
738.9890,174.3888
791.2883,171.5077
841.7296,169.0372
886.7986,169.6191
931.8408,170.7626
975.1959,171.7285
1016.0198,174.2541
808.1600,173.6708
1087.3862,179.9437
1120.0947,182.9352
1150.6392,185.2948
1179.2897,188.2603
1207.3125,190.2715
1234.4336,192.1813
1260.2954,193.6732
1285.7855,194.7568
1311.0975,195.4040
