RealImpedance_mOhm,ImagImpedance_mOhm
838.3975,122.0852
838.4649,122.2707
602.7323,123.0455
643.7629,119.9067
683.7749,117.9482
719.1080,117.7640
753.5296,118.4827
787.2394,119.6509
817.3326,120.6911
656.4902,119.0019
871.4716,124.9316
896.4419,127.0974
919.4542,128.5946
941.2923,130.4872
962.4600,131.8797
982.7286,133.4109
1003.0581,134.6204
1022.4368,135.6725
1040.9107,136.6240
