RealImpedance_mOhm,ImagImpedance_mOhm
1097.5084,104.7263
1094.5235,105.9886
805.2993,112.5775
850.9995,109.5312
896.3587,106.1071
937.1127,105.0400
977.3699,103.8889
1020.0354,104.8835
1058.9870,105.7195
863.4188,108.6982
1130.4667,109.4912
1163.0782,111.9761
1194.7976,113.6205
1224.7043,116.6072
1253.6142,118.7837
1280.8072,121.2380
1307.1021,123.4258
1332.3896,125.3769
1354.9304,127.2141
