RealImpedance_mOhm,ImagImpedance_mOhm
1098.0264,102.8907
1098.0264,102.8907
804.3848,110.6658
849.4077,105.9286
894.0429,104.4374
934.5069,257.2715
975.5494,103.2853
1017.9286,103.2545
1056.6321,104.0513
860.9613,107.4661
1127.7778,107.7345
1162.0363,109.9015
1192.5860,112.1774
1222.3471,114.7666
1252.0367,117.0086
1278.0994,119.4046
1304.9916,121.5663
1330.2893,123.6314
1353.6746,125.5380
