RealImpedance_mOhm,ImagImpedance_mOhm
948.2289,132.6238
948.7418,132.8728
673.1710,134.1648
720.7938,131.2456
767.5406,128.4892
809.2565,128.2744
850.4387,129.1220
890.8659,130.4690
928.1321,131.8004
922.2575,156.8562
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
