RealImpedance_mOhm,ImagImpedance_mOhm
828.3485,107.6872
827.2667,107.9976
598.3914,114.8687
636.2332,113.2650
672.8702,110.1839
705.5581,108.8481
740.9036,108.1961
771.5436,107.8554
802.9817,107.9678
647.0193,112.1865
860.0620,109.1597
888.1251,110.4389
914.1390,110.6287
939.7365,111.6320
964.4212,112.0984
990.0323,112.6423
1015.5755,112.9674
1040.2735,113.2218
1064.9754,113.5470
