RealImpedance_mOhm,ImagImpedance_mOhm
277.5887,35.7917
277.5712,35.7909
250.3398,23.7404
254.8096,25.9657
259.4411,30.8809
263.1446,29.6198
266.8329,37.0994
270.8900,36.5832
274.5801,36.0235
256.5084,27.8718
281.7532,35.5407
285.0251,35.4645
288.1410,35.3858
291.4318,35.4708
294.3380,35.4795
297.2635,35.6735
300.1517,35.9142
302.6740,36.1517
304.8115,36.3851
