RealImpedance_mOhm,ImagImpedance_mOhm
1045.3472,106.8993
1041.3382,107.5014
791.9778,114.8376
830.3923,110.3470
870.6327,108.8976
905.1919,107.7663
940.2785,107.4368
976.1127,107.1304
1010.3028,107.5545
841.9653,111.3111
1072.5781,110.2083
1102.3102,112.1059
1129.6153,113.4382
1155.9786,115.0542
1181.4841,116.8886
1206.1309,118.6150
1230.7894,120.1609
1253.6213,121.5547
1275.6874,122.8115
