RealImpedance_mOhm,ImagImpedance_mOhm
1039.3230,105.5632
1039.3230,105.5632
790.1906,113.9153
828.4433,111.2046
864.8216,108.2923
899.1388,105.9939
932.9819,105.8397
969.4292,106.5466
1002.4536,106.9667
835.1084,110.8628
1064.0933,109.5543
1092.8627,111.3765
1119.8404,112.4385
1145.9681,114.6150
1171.2455,116.1095
1195.6717,117.6767
1219.2464,119.2806
1241.9688,120.6334
1263.8384,121.9149
