RealImpedance_mOhm,ImagImpedance_mOhm
1016.9312,148.9748
1017.9463,151.5641
722.6726,155.2917
773.9417,153.6647
822.6001,152.0461
867.3719,151.7347
911.2850,153.5452
956.3563,156.3747
995.6509,158.7817
791.2038,158.4646
1066.9064,164.9892
1099.5016,168.1375
1129.9420,170.5654
1158.1810,173.9091
1185.5657,176.2285
1211.8361,178.4553
1237.6135,180.1686
1263.3850,181.2415
1287.7314,182.3893
