RealImpedance_mOhm,ImagImpedance_mOhm
786.3816,119.2480
786.0725,119.3335
583.0281,121.7181
618.5054,119.5044
652.2469,117.2827
681.7890,116.1678
713.8486,117.4602
740.3778,117.9006
766.9720,118.7746
629.3757,118.5403
814.1053,121.2198
836.8922,122.6637
857.8552,123.3466
878.0338,124.8548
898.2186,125.7947
917.5562,126.7703
936.4728,127.8174
955.3238,128.6079
973.3968,129.4421
