RealImpedance_mOhm,ImagImpedance_mOhm
757.4757,116.6549
756.6742,117.3275
557.6382,117.6366
593.9859,115.6240
626.6346,112.8551
655.9480,113.8235
684.4902,113.9054
712.1651,115.3208
737.4229,116.3996
603.0271,114.8598
781.6609,119.3004
802.3411,120.6136
821.8461,121.9342
840.4711,123.3510
858.6243,124.2449
876.4281,125.5933
892.9968,126.5979
910.3932,127.4652
926.1414,128.2639
