RealImpedance_mOhm,ImagImpedance_mOhm
755.1146,115.8285
755.0606,115.8218
555.2792,116.0334
591.1946,115.3411
623.4310,113.6206
652.7147,113.5309
681.2818,114.2427
708.9416,114.9073
733.3705,115.5103
600.9617,114.7350
778.4443,118.4526
799.5504,120.0445
819.4276,121.0879
838.0754,122.7493
856.7288,123.6561
874.0889,125.0021
891.5160,125.9781
909.7721,126.8857
925.4946,127.6830
