RealImpedance_mOhm,ImagImpedance_mOhm
788.4619,118.8673
788.5792,119.3792
583.0752,121.6966
619.8894,119.4438
653.7339,117.2256
683.7530,116.1088
714.1598,117.3678
742.8684,117.3109
768.6541,118.2930
629.9712,117.3820
816.2948,120.9913
839.4854,122.7505
860.5467,123.6913
880.7599,124.7749
900.9793,125.9300
920.7774,127.0142
938.8012,127.9127
958.5379,128.7044
975.7122,129.5675
